Meal_Id,Name,catagory,description,Veg_Non,Nutrient,Disease,Diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,anemia,ketogenic_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,anemia,low_sodium_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,anemia,vegan_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,anemia,high_fiber_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,anemia,hormone_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,anemia,high_protien_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,anemia,
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,pregnancy,low_fat_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,pregnancy,low_carb_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,pregnancy,ketogenic_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,pregnancy,low_sodium_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,pregnancy,vegan_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,pregnancy,high_fiber_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,pregnancy,hormone_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,pregnancy,high_protien_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,pregnancy,
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,hypertension,low_fat_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,hypertension,low_carb_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,hypertension,ketogenic_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,hypertension,low_sodium_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,hypertension,vegan_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,hypertension,high_fiber_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,hypertension,hormone_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,hypertension,high_protien_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,hypertension,
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,rickets,low_fat_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,rickets,low_carb_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,rickets,ketogenic_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,rickets,low_sodium_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,rickets,vegan_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,rickets,high_fiber_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,rickets,hormone_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,rickets,high_protien_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,rickets,
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,goitre,low_fat_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,goitre,low_carb_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,goitre,ketogenic_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,goitre,low_sodium_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,goitre,vegan_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,goitre,high_fiber_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,goitre,hormone_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,goitre,high_protien_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,goitre,
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,kidney_disease,low_fat_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,kidney_disease,low_carb_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,kidney_disease,ketogenic_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,kidney_disease,low_sodium_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,kidney_disease,vegan_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,kidney_disease,high_fiber_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,kidney_disease,hormone_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,kidney_disease,high_protien_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,kidney_disease,
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,obesity,low_fat_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,obesity,low_carb_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,obesity,ketogenic_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,obesity,low_sodium_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,obesity,vegan_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,obesity,high_fiber_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,obesity,hormone_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,obesity,high_protien_diet
2,chicken minced salad,salad,"olive oil,chicken mince,garlic (minced),onion,salt,black pepper,carrot,cabbage,green onions,sweet chilli sauce,peanut butter,ginger,soy sauce,fresh cilantro,red pepper flakes (crushed),tarts",non-veg,fiber,obesity,
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,hypertension,alkaline_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,hypertension,low_fat_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,hypertension,paleo_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,hypertension,Mediterranean_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,hypertension,low_sodium_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,hypertension,high_fiber_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,hypertension,high_protien_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,hypertension,dash_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,scurvy,alkaline_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,scurvy,low_fat_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,scurvy,paleo_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,scurvy,Mediterranean_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,scurvy,low_sodium_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,scurvy,high_fiber_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,scurvy,high_protien_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,scurvy,dash_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,heart_disease,alkaline_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,heart_disease,low_fat_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,heart_disease,paleo_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,heart_disease,Mediterranean_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,heart_disease,low_sodium_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,heart_disease,high_fiber_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,heart_disease,high_protien_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,heart_disease,dash_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,goitre,alkaline_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,goitre,low_fat_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,goitre,paleo_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,goitre,Mediterranean_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,goitre,low_sodium_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,goitre,high_fiber_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,goitre,high_protien_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,goitre,dash_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,kidney_disease,alkaline_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,kidney_disease,low_fat_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,kidney_disease,paleo_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,kidney_disease,Mediterranean_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,kidney_disease,low_sodium_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,kidney_disease,high_fiber_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,kidney_disease,high_protien_diet
3,sweet chilli almonds,chilli,"almonds whole,egg white,curry leaves,salt,sugar (fine grain),red chilli powder",veg,vitamin_a,kidney_disease,dash_diet
